customerid,campaign,pdays,previous,poutcome,y
24432,1,-1,0,unknown,no
24433,1,-1,0,unknown,no
24434,1,-1,0,unknown,no
24435,1,-1,0,unknown,no
24436,1,103,4,success,no
24437,1,-1,0,unknown,no
24438,2,-1,0,unknown,no
24439,1,-1,0,unknown,no
24440,2,165,2,other,no
24441,1,-1,0,unknown,no
24442,2,-1,0,unknown,yes
24443,1,-1,0,unknown,no
24444,2,-1,0,unknown,no
24445,1,-1,0,unknown,no
24446,1,-1,0,unknown,no
24447,2,-1,0,unknown,no
24448,2,-1,0,unknown,no
24449,2,-1,0,unknown,no
24450,1,185,4,other,no
24451,1,186,1,failure,no
24452,1,-1,0,unknown,no
24453,1,-1,0,unknown,no
24454,1,-1,0,unknown,no
24455,1,-1,0,unknown,no
24456,1,-1,0,unknown,no
24457,1,-1,0,unknown,no
24458,1,-1,0,unknown,no
24459,1,-1,0,unknown,no
24460,1,-1,0,unknown,no
24461,3,-1,0,unknown,no
24462,1,131,1,failure,no
24463,3,-1,0,unknown,no
24464,2,-1,0,unknown,no
24465,1,-1,0,unknown,no
24466,1,-1,0,unknown,no
24467,1,-1,0,unknown,no
24468,2,-1,0,unknown,no
24469,1,-1,0,unknown,no
24470,1,123,3,failure,no
24471,2,-1,0,unknown,no
24472,3,-1,0,unknown,no
24473,1,-1,0,unknown,no
24474,1,181,2,failure,no
24475,2,-1,0,unknown,no
24476,1,131,1,failure,no
24477,2,-1,0,unknown,no
24478,1,-1,0,unknown,no
24479,1,-1,0,unknown,no
24480,1,-1,0,unknown,no
24481,2,-1,0,unknown,no
24482,1,-1,0,unknown,no
24483,1,-1,0,unknown,no
24484,1,-1,0,unknown,no
24485,1,-1,0,unknown,no
24486,2,-1,0,unknown,no
24487,1,154,3,failure,no
24488,1,-1,0,unknown,no
24489,2,-1,0,unknown,no
24490,1,131,1,failure,no
24491,1,181,1,failure,no
24492,1,-1,0,unknown,no
24493,1,181,1,failure,no
24494,1,-1,0,unknown,no
24495,1,145,1,failure,no
24496,1,-1,0,unknown,yes
24497,1,-1,0,unknown,no
24498,1,-1,0,unknown,no
24499,2,-1,0,unknown,no
24500,1,-1,0,unknown,no
24501,2,-1,0,unknown,no
24502,1,-1,0,unknown,no
24503,1,131,1,failure,no
24504,3,181,1,other,no
24505,1,-1,0,unknown,no
24506,1,171,5,other,no
24507,1,119,10,success,no
24508,2,-1,0,unknown,no
24509,1,145,1,other,no
24510,1,-1,0,unknown,yes
24511,1,138,2,failure,no
24512,1,-1,0,unknown,no
24513,3,-1,0,unknown,no
24514,2,-1,0,unknown,no
24515,1,-1,0,unknown,no
24516,1,-1,0,unknown,no
24517,1,-1,0,unknown,no
24518,2,171,2,failure,no
24519,2,-1,0,unknown,no
24520,2,-1,0,unknown,no
24521,1,195,2,failure,no
24522,1,-1,0,unknown,no
24523,1,-1,0,unknown,no
24524,1,-1,0,unknown,no
24525,2,-1,0,unknown,no
24526,2,-1,0,unknown,no
24527,3,-1,0,unknown,no
24528,2,-1,0,unknown,yes
24529,1,171,2,other,no
24530,1,-1,0,unknown,no
24531,2,-1,0,unknown,no
24532,2,126,3,failure,no
24533,3,-1,0,unknown,no
24534,3,-1,0,unknown,no
24535,2,-1,0,unknown,no
24536,1,188,1,failure,no
24537,1,145,1,failure,no
24538,2,-1,0,unknown,no
24539,1,-1,0,unknown,no
24540,2,-1,0,unknown,no
24541,1,-1,0,unknown,no
24542,1,-1,0,unknown,no
24543,3,-1,0,unknown,no
24544,2,-1,0,unknown,no
24545,1,-1,0,unknown,no
24546,1,150,3,success,no
24547,2,-1,0,unknown,no
24548,2,-1,0,unknown,no
24549,1,-1,0,unknown,no
24550,1,-1,0,unknown,no
24551,2,-1,0,unknown,no
24552,1,-1,0,unknown,no
24553,1,-1,0,unknown,no
24554,1,96,2,failure,no
24555,1,188,2,failure,no
24556,2,-1,0,unknown,no
24557,3,150,12,failure,no
24558,1,-1,0,unknown,no
24559,1,-1,0,unknown,no
24560,1,-1,0,unknown,no
24561,1,173,1,failure,no
24562,1,-1,0,unknown,no
24563,1,-1,0,unknown,no
24564,1,-1,0,unknown,no
24565,1,-1,0,unknown,no
24566,1,-1,0,unknown,yes
24567,2,196,1,failure,no
24568,3,132,2,failure,no
24569,2,-1,0,unknown,no
24570,1,-1,0,unknown,no
24571,1,126,3,failure,no
24572,1,-1,0,unknown,no
24573,1,-1,0,unknown,no
24574,2,111,4,failure,no
24575,1,193,1,success,no
24576,1,-1,0,unknown,no
24577,2,-1,0,unknown,no
24578,2,-1,0,unknown,no
24579,2,119,1,failure,no
24580,1,-1,0,unknown,no
24581,1,126,3,failure,no
24582,1,123,7,other,no
24583,2,-1,0,unknown,no
24584,2,195,2,failure,no
24585,2,-1,0,unknown,no
24586,1,-1,0,unknown,no
24587,1,-1,0,unknown,no
24588,1,-1,0,unknown,no
24589,1,151,2,failure,no
24590,1,180,3,failure,no
24591,1,129,2,failure,no
24592,1,195,1,failure,no
24593,1,172,2,failure,no
24594,1,-1,0,unknown,no
24595,1,-1,0,unknown,no
24596,1,150,2,other,no
24597,1,129,18,other,no
24598,1,-1,0,unknown,no
24599,1,-1,0,unknown,no
24600,2,-1,0,unknown,no
24601,2,-1,0,unknown,no
24602,1,-1,0,unknown,no
24603,2,-1,0,unknown,no
24604,3,-1,0,unknown,no
24605,3,-1,0,unknown,no
24606,2,131,1,other,no
24607,2,180,1,failure,no
24608,2,-1,0,unknown,no
24609,2,-1,0,unknown,no
24610,2,109,9,failure,no
24611,2,129,1,failure,no
24612,3,186,2,failure,no
24613,2,-1,0,unknown,no
24614,2,-1,0,unknown,no
24615,2,-1,0,unknown,no
24616,3,-1,0,unknown,no
24617,2,193,2,failure,no
24618,3,-1,0,unknown,no
24619,2,101,3,failure,no
24620,2,-1,0,unknown,no
24621,2,-1,0,unknown,no
24622,2,-1,0,unknown,no
24623,2,150,1,success,yes
24624,2,172,2,failure,no
24625,2,109,21,other,no
24626,2,-1,0,unknown,no
24627,5,167,6,failure,no
24628,2,119,1,failure,no
24629,3,-1,0,unknown,no
24630,2,186,1,failure,no
24631,2,-1,0,unknown,no
24632,2,-1,0,unknown,no
24633,2,171,2,failure,no
24634,2,119,2,failure,no
24635,2,-1,0,unknown,no
24636,2,-1,0,unknown,no
24637,2,-1,0,unknown,no
24638,2,151,1,failure,no
24639,2,117,3,failure,no
24640,4,-1,0,unknown,no
24641,2,-1,0,unknown,no
24642,2,-1,0,unknown,no
24643,2,-1,0,unknown,no
24644,2,158,8,other,no
24645,3,-1,0,unknown,no
24646,2,-1,0,unknown,no
24647,2,-1,0,unknown,no
24648,2,-1,0,unknown,no
24649,2,-1,0,unknown,no
24650,2,109,11,failure,no
24651,2,-1,0,unknown,no
24652,2,-1,0,unknown,yes
24653,2,-1,0,unknown,no
24654,2,-1,0,unknown,no
24655,2,-1,0,unknown,no
24656,3,-1,0,unknown,no
24657,2,-1,0,unknown,no
24658,3,-1,0,unknown,no
24659,4,111,6,failure,no
24660,3,-1,0,unknown,no
24661,3,-1,0,unknown,no
24662,2,-1,0,unknown,no
24663,3,131,4,failure,no
24664,2,-1,0,unknown,no
24665,2,-1,0,unknown,no
24666,2,96,2,failure,no
24667,2,-1,0,unknown,no
24668,3,-1,0,unknown,no
24669,2,-1,0,unknown,no
24670,2,-1,0,unknown,no
24671,3,-1,0,unknown,no
24672,2,-1,0,unknown,no
24673,4,119,3,failure,no
24674,2,-1,0,unknown,no
24675,2,-1,0,unknown,no
24676,2,168,2,failure,no
24677,2,172,1,failure,no
24678,3,-1,0,unknown,no
24679,3,-1,0,unknown,no
24680,2,-1,0,unknown,no
24681,2,-1,0,unknown,no
24682,2,-1,0,unknown,no
24683,2,-1,0,unknown,no
24684,3,-1,0,unknown,no
24685,2,131,1,failure,no
24686,2,-1,0,unknown,no
24687,2,196,1,failure,no
24688,3,-1,0,unknown,no
24689,2,-1,0,unknown,no
24690,3,-1,0,unknown,no
24691,4,-1,0,unknown,no
24692,2,195,1,failure,no
24693,2,-1,0,unknown,no
24694,2,-1,0,unknown,no
24695,2,-1,0,unknown,no
24696,2,-1,0,unknown,no
24697,1,186,7,failure,no
24698,1,172,1,failure,no
24699,1,117,3,failure,no
24700,2,171,4,failure,yes
24701,2,-1,0,unknown,no
24702,3,186,4,failure,no
24703,2,151,2,failure,no
24704,4,109,4,failure,no
24705,2,-1,0,unknown,no
24706,1,-1,0,unknown,no
24707,4,-1,0,unknown,no
24708,2,-1,0,unknown,no
24709,1,-1,0,unknown,no
24710,2,126,2,failure,yes
24711,3,-1,0,unknown,no
24712,1,-1,0,unknown,no
24713,4,-1,0,unknown,no
24714,3,-1,0,unknown,no
24715,4,168,2,failure,no
24716,1,-1,0,unknown,no
24717,3,-1,0,unknown,no
24718,1,-1,0,unknown,no
24719,3,150,5,other,no
24720,1,-1,0,unknown,no
24721,2,-1,0,unknown,no
24722,1,175,1,failure,no
24723,2,-1,0,unknown,no
24724,1,186,9,other,no
24725,1,-1,0,unknown,no
24726,1,-1,0,unknown,yes
24727,1,-1,0,unknown,no
24728,1,-1,0,unknown,no
24729,1,-1,0,unknown,no
24730,1,117,1,failure,no
24731,1,-1,0,unknown,no
24732,3,-1,0,unknown,no
24733,1,-1,0,unknown,no
24734,1,-1,0,unknown,no
24735,4,-1,0,unknown,no
24736,2,-1,0,unknown,no
24737,1,-1,0,unknown,no
24738,1,97,3,failure,no
24739,2,-1,0,unknown,yes
24740,1,182,1,failure,no
24741,1,-1,0,unknown,no
24742,1,-1,0,unknown,no
24743,1,-1,0,unknown,no
24744,1,-1,0,unknown,no
24745,2,-1,0,unknown,no
24746,1,-1,0,unknown,no
24747,1,-1,0,unknown,no
24748,2,-1,0,unknown,no
24749,1,-1,0,unknown,no
24750,1,-1,0,unknown,no
24751,2,-1,0,unknown,no
24752,1,-1,0,unknown,no
24753,4,127,4,failure,no
24754,1,130,2,failure,no
24755,2,-1,0,unknown,no
24756,1,-1,0,unknown,no
24757,1,110,2,failure,no
24758,2,-1,0,unknown,no
24759,1,194,2,failure,no
24760,1,-1,0,unknown,no
24761,1,168,1,other,no
24762,1,125,5,failure,no
24763,1,-1,0,unknown,no
24764,1,-1,0,unknown,no
24765,2,-1,0,unknown,no
24766,1,176,1,failure,no
24767,1,-1,0,unknown,no
24768,1,-1,0,unknown,no
24769,1,-1,0,unknown,no
24770,1,-1,0,unknown,no
24771,1,-1,0,unknown,no
24772,1,-1,0,unknown,yes
24773,5,-1,0,unknown,no
24774,1,-1,0,unknown,no
24775,1,-1,0,unknown,no
24776,1,-1,0,unknown,no
24777,1,105,1,failure,no
24778,1,-1,0,unknown,no
24779,1,-1,0,unknown,no
24780,1,166,2,failure,no
24781,1,-1,0,unknown,no
24782,1,-1,0,unknown,no
24783,1,-1,0,unknown,yes
24784,1,-1,0,unknown,no
24785,1,-1,0,unknown,no
24786,1,-1,0,unknown,no
24787,1,165,2,success,no
24788,1,172,3,failure,no
24789,1,-1,0,unknown,no
24790,1,-1,0,unknown,no
24791,1,-1,0,unknown,no
24792,1,-1,0,unknown,no
24793,1,-1,0,unknown,no
24794,1,-1,0,unknown,no
24795,1,-1,0,unknown,no
24796,1,102,6,failure,no
24797,1,-1,0,unknown,no
24798,1,-1,0,unknown,no
24799,1,-1,0,unknown,no
24800,1,-1,0,unknown,no
24801,1,-1,0,unknown,no
24802,3,172,3,other,no
24803,1,26,3,success,no
24804,1,-1,0,unknown,no
24805,1,193,1,other,no
24806,1,-1,0,unknown,no
24807,1,-1,0,unknown,no
24808,1,-1,0,unknown,no
24809,1,-1,0,unknown,no
24810,1,-1,0,unknown,no
24811,1,-1,0,unknown,no
24812,1,-1,0,unknown,no
24813,1,-1,0,unknown,no
24814,1,-1,0,unknown,no
24815,1,-1,0,unknown,no
24816,1,-1,0,unknown,no
24817,1,-1,0,unknown,no
24818,1,-1,0,unknown,no
24819,2,-1,0,unknown,no
24820,1,-1,0,unknown,no
24821,1,-1,0,unknown,no
24822,4,-1,0,unknown,no
24823,1,-1,0,unknown,no
24824,2,-1,0,unknown,no
24825,2,-1,0,unknown,no
24826,1,179,3,other,no
24827,1,96,2,other,no
24828,1,-1,0,unknown,no
24829,1,-1,0,unknown,no
24830,1,-1,0,unknown,no
24831,2,-1,0,unknown,yes
24832,1,-1,0,unknown,no
24833,1,-1,0,unknown,no
24834,1,-1,0,unknown,no
24835,1,167,1,other,no
24836,2,-1,0,unknown,no
24837,1,-1,0,unknown,no
24838,1,182,2,failure,no
24839,2,28,2,success,no
24840,2,-1,0,unknown,no
24841,1,-1,0,unknown,no
24842,1,-1,0,unknown,no
24843,1,-1,0,unknown,no
24844,1,179,6,failure,no
24845,1,182,2,failure,no
24846,1,-1,0,unknown,no
24847,2,-1,0,unknown,no
24848,1,-1,0,unknown,no
24849,1,-1,0,unknown,no
24850,1,-1,0,unknown,yes
24851,1,182,1,failure,no
24852,1,183,2,failure,no
24853,1,-1,0,unknown,no
24854,1,-1,0,unknown,no
24855,1,-1,0,unknown,no
24856,1,-1,0,unknown,no
24857,1,-1,0,unknown,no
24858,1,-1,0,unknown,no
24859,2,155,3,failure,no
24860,1,131,1,failure,no
24861,1,-1,0,unknown,no
24862,1,-1,0,unknown,no
24863,1,-1,0,unknown,no
24864,1,195,1,failure,no
24865,1,110,5,failure,no
24866,1,-1,0,unknown,no
24867,1,165,2,failure,no
24868,2,182,7,failure,no
24869,1,-1,0,unknown,no
24870,1,138,1,failure,no
24871,1,-1,0,unknown,no
24872,2,182,1,failure,no
24873,1,96,4,failure,no
24874,2,-1,0,unknown,no
24875,1,-1,0,unknown,no
24876,1,-1,0,unknown,no
24877,1,186,3,failure,no
24878,1,-1,0,unknown,no
24879,1,127,2,failure,no
24880,2,-1,0,unknown,no
24881,5,-1,0,unknown,no
24882,1,-1,0,unknown,no
24883,1,-1,0,unknown,no
24884,2,-1,0,unknown,no
24885,1,182,1,failure,no
24886,2,-1,0,unknown,no
24887,1,-1,0,unknown,yes
24888,1,-1,0,unknown,no
24889,3,-1,0,unknown,no
24890,2,-1,0,unknown,no
24891,1,-1,0,unknown,no
24892,1,-1,0,unknown,no
24893,1,-1,0,unknown,no
24894,1,-1,0,unknown,no
24895,2,-1,0,unknown,no
24896,1,-1,0,unknown,no
24897,1,-1,0,unknown,yes
24898,1,172,3,failure,no
24899,1,195,1,failure,no
24900,1,-1,0,unknown,no
24901,2,126,3,failure,no
24902,1,110,4,failure,no
24903,1,186,1,success,no
24904,1,-1,0,unknown,no
24905,1,173,2,other,no
24906,1,-1,0,unknown,no
24907,1,-1,0,unknown,no
24908,1,-1,0,unknown,no
24909,1,-1,0,unknown,no
24910,1,167,2,failure,no
24911,4,-1,0,unknown,no
24912,1,172,3,failure,no
24913,1,-1,0,unknown,no
24914,1,-1,0,unknown,no
24915,1,-1,0,unknown,no
24916,1,188,1,failure,no
24917,1,-1,0,unknown,no
24918,1,112,2,failure,no
24919,1,173,2,failure,no
24920,5,127,5,failure,no
24921,1,-1,0,unknown,no
24922,1,-1,0,unknown,yes
24923,1,182,1,other,yes
24924,1,168,1,failure,no
24925,1,-1,0,unknown,no
24926,1,-1,0,unknown,no
24927,1,-1,0,unknown,yes
24928,1,96,6,failure,no
24929,1,-1,0,unknown,no
24930,1,-1,0,unknown,no
24931,1,-1,0,unknown,no
24932,1,-1,0,unknown,no
24933,1,-1,0,unknown,no
24934,1,-1,0,unknown,yes
24935,1,-1,0,unknown,no
24936,1,-1,0,unknown,no
24937,1,127,6,other,yes
24938,2,-1,0,unknown,no
24939,1,-1,0,unknown,no
24940,2,-1,0,unknown,no
24941,1,110,2,failure,no
24942,1,173,3,failure,no
24943,1,-1,0,unknown,no
24944,1,120,3,other,no
24945,1,137,1,other,no
24946,1,-1,0,unknown,no
24947,1,-1,0,unknown,no
24948,1,124,6,failure,no
24949,1,110,3,other,no
24950,1,-1,0,unknown,no
24951,1,-1,0,unknown,no
24952,1,-1,0,unknown,no
24953,1,-1,0,unknown,no
24954,1,-1,0,unknown,no
24955,1,175,2,failure,no
24956,1,127,3,failure,no
24957,1,-1,0,unknown,no
24958,1,-1,0,unknown,no
24959,2,-1,0,unknown,no
24960,1,188,1,failure,no
24961,1,187,3,failure,no
24962,1,190,6,failure,no
24963,1,-1,0,unknown,no
24964,1,-1,0,unknown,no
24965,1,-1,0,unknown,no
24966,1,-1,0,unknown,no
24967,1,-1,0,unknown,no
24968,1,-1,0,unknown,no
24969,1,-1,0,unknown,no
24970,1,181,2,failure,no
24971,1,181,3,failure,no
24972,1,-1,0,unknown,no
24973,1,-1,0,unknown,no
24974,2,-1,0,unknown,no
24975,1,-1,0,unknown,no
24976,1,-1,0,unknown,no
24977,3,-1,0,unknown,yes
24978,1,-1,0,unknown,no
24979,1,-1,0,unknown,no
24980,1,-1,0,unknown,yes
24981,1,-1,0,unknown,no
24982,1,-1,0,unknown,no
24983,1,182,1,failure,no
24984,1,-1,0,unknown,no
24985,1,-1,0,unknown,no
24986,1,172,2,failure,no
24987,1,175,2,failure,no
24988,1,126,2,failure,no
24989,1,-1,0,unknown,no
24990,1,-1,0,unknown,no
24991,1,-1,0,unknown,no
24992,1,-1,0,unknown,no
24993,1,154,2,failure,no
24994,1,-1,0,unknown,no
24995,1,-1,0,unknown,no
24996,1,-1,0,unknown,no
24997,2,-1,0,unknown,no
24998,1,-1,0,unknown,no
24999,1,-1,0,unknown,yes
25000,2,196,1,failure,no
25001,1,-1,0,unknown,no
25002,1,-1,0,unknown,no
25003,1,165,1,failure,no
25004,1,-1,0,unknown,no
25005,1,168,2,failure,no
25006,1,-1,0,unknown,no
25007,1,-1,0,unknown,no
25008,1,-1,0,unknown,no
25009,1,-1,0,unknown,no
25010,1,-1,0,unknown,no
25011,2,-1,0,unknown,no
25012,1,-1,0,unknown,no
25013,1,-1,0,unknown,no
25014,1,182,1,failure,no
25015,1,188,1,failure,no
25016,1,168,2,other,no
25017,2,-1,0,unknown,no
25018,1,-1,0,unknown,no
25019,4,-1,0,unknown,no
25020,1,-1,0,unknown,no
25021,1,-1,0,unknown,no
25022,1,-1,0,unknown,no
25023,1,179,2,failure,no
25024,1,-1,0,unknown,no
25025,2,131,1,failure,no
25026,2,181,4,other,no
25027,1,-1,0,unknown,no
25028,1,-1,0,unknown,no
25029,1,-1,0,unknown,no
25030,1,175,1,failure,no
25031,1,113,2,other,no
25032,2,-1,0,unknown,no
25033,1,-1,0,unknown,no
25034,1,-1,0,unknown,no
25035,1,113,3,other,no
25036,1,-1,0,unknown,no
25037,1,165,2,failure,no
25038,1,-1,0,unknown,no
25039,1,-1,0,unknown,no
25040,1,-1,0,unknown,no
25041,1,-1,0,unknown,no
25042,2,-1,0,unknown,no
25043,1,-1,0,unknown,no
25044,1,-1,0,unknown,no
25045,1,102,2,failure,no
25046,1,-1,0,unknown,no
25047,1,-1,0,unknown,no
25048,3,104,2,failure,no
25049,1,-1,0,unknown,no
25050,1,-1,0,unknown,no
25051,1,110,2,success,no
25052,2,-1,0,unknown,no
25053,1,-1,0,unknown,no
25054,1,-1,0,unknown,no
25055,3,-1,0,unknown,no
25056,1,-1,0,unknown,no
25057,1,-1,0,unknown,no
25058,1,-1,0,unknown,no
25059,1,110,2,failure,no
25060,1,-1,0,unknown,no
25061,1,154,1,failure,no
25062,2,-1,0,unknown,no
25063,2,-1,0,unknown,no
25064,2,-1,0,unknown,no
25065,1,-1,0,unknown,no
25066,1,-1,0,unknown,no
25067,1,-1,0,unknown,no
25068,1,-1,0,unknown,no
25069,1,181,1,failure,no
25070,2,-1,0,unknown,no
25071,1,-1,0,unknown,no
25072,1,162,2,failure,no
25073,1,183,5,failure,no
25074,1,159,1,failure,no
25075,1,-1,0,unknown,no
25076,1,-1,0,unknown,no
25077,2,-1,0,unknown,yes
25078,1,-1,0,unknown,no
25079,1,113,2,failure,no
25080,1,-1,0,unknown,no
25081,1,-1,0,unknown,no
25082,1,-1,0,unknown,no
25083,1,-1,0,unknown,no
25084,2,-1,0,unknown,no
25085,1,-1,0,unknown,no
25086,1,172,8,failure,no
25087,1,-1,0,unknown,no
25088,1,-1,0,unknown,no
25089,3,-1,0,unknown,no
25090,4,-1,0,unknown,no
25091,1,-1,0,unknown,no
25092,2,-1,0,unknown,no
25093,1,-1,0,unknown,no
25094,1,-1,0,unknown,no
25095,2,-1,0,unknown,no
25096,1,124,2,failure,no
25097,1,110,2,failure,no
25098,2,-1,0,unknown,no
25099,3,-1,0,unknown,no
25100,1,-1,0,unknown,no
25101,1,-1,0,unknown,no
25102,2,-1,0,unknown,no
25103,1,-1,0,unknown,no
25104,1,-1,0,unknown,no
25105,2,-1,0,unknown,no
25106,1,-1,0,unknown,no
25107,1,-1,0,unknown,no
25108,1,-1,0,unknown,no
25109,2,-1,0,unknown,no
25110,1,-1,0,unknown,no
25111,1,-1,0,unknown,no
25112,1,-1,0,unknown,no
25113,1,102,2,failure,no
25114,1,-1,0,unknown,no
25115,1,-1,0,unknown,no
25116,1,-1,0,unknown,no
25117,1,-1,0,unknown,no
25118,1,-1,0,unknown,no
25119,1,124,1,success,no
25120,1,-1,0,unknown,no
25121,1,188,1,failure,no
25122,1,-1,0,unknown,no
25123,1,124,2,failure,no
25124,1,-1,0,unknown,no
25125,2,-1,0,unknown,no
25126,2,154,6,other,no
25127,1,110,2,failure,no
25128,1,-1,0,unknown,no
25129,3,-1,0,unknown,no
25130,2,179,3,failure,no
25131,1,-1,0,unknown,no
25132,1,-1,0,unknown,no
25133,1,124,1,failure,no
25134,1,127,7,other,no
25135,2,-1,0,unknown,no
25136,1,183,1,other,no
25137,1,110,2,failure,no
25138,1,-1,0,unknown,no
25139,2,-1,0,unknown,no
25140,1,-1,0,unknown,no
25141,3,-1,0,unknown,no
25142,1,-1,0,unknown,no
25143,1,-1,0,unknown,no
25144,2,-1,0,unknown,no
25145,1,-1,0,unknown,no
25146,2,-1,0,unknown,no
25147,1,124,1,failure,no
25148,1,-1,0,unknown,no
25149,1,124,1,failure,no
25150,3,-1,0,unknown,no
25151,1,-1,0,unknown,no
25152,2,116,1,failure,no
25153,3,-1,0,unknown,no
25154,1,187,3,failure,no
25155,1,-1,0,unknown,no
25156,1,-1,0,unknown,no
25157,1,-1,0,unknown,no
25158,1,110,2,failure,no
25159,2,-1,0,unknown,no
25160,1,-1,0,unknown,no
25161,1,-1,0,unknown,no
25162,1,-1,0,unknown,no
25163,1,-1,0,unknown,no
25164,1,-1,0,unknown,no
25165,1,-1,0,unknown,no
25166,2,182,2,failure,no
25167,1,-1,0,unknown,no
25168,2,-1,0,unknown,no
25169,2,-1,0,unknown,no
25170,1,-1,0,unknown,no
25171,1,-1,0,unknown,no
25172,2,-1,0,unknown,no
25173,2,-1,0,unknown,no
25174,4,-1,0,unknown,no
25175,3,-1,0,unknown,no
25176,2,123,1,failure,no
25177,2,-1,0,unknown,no
25178,2,195,1,failure,no
25179,2,-1,0,unknown,no
25180,2,-1,0,unknown,no
25181,2,-1,0,unknown,no
25182,2,165,2,failure,no
25183,2,-1,0,unknown,no
25184,2,-1,0,unknown,no
25185,2,174,1,other,no
25186,2,-1,0,unknown,no
25187,2,-1,0,unknown,no
25188,2,152,1,failure,no
25189,2,-1,0,unknown,no
25190,5,-1,0,unknown,no
25191,3,-1,0,unknown,no
25192,2,-1,0,unknown,no
25193,2,123,2,failure,no
25194,2,-1,0,unknown,no
25195,2,-1,0,unknown,no
25196,2,-1,0,unknown,yes
25197,2,-1,0,unknown,no
25198,2,-1,0,unknown,no
25199,2,-1,0,unknown,no
25200,2,104,2,failure,no
25201,2,-1,0,unknown,no
25202,2,-1,0,unknown,no
25203,2,-1,0,unknown,no
25204,2,187,2,failure,no
25205,2,-1,0,unknown,no
25206,2,134,2,other,no
25207,2,-1,0,unknown,no
25208,2,96,4,failure,no
25209,2,-1,0,unknown,no
25210,2,-1,0,unknown,no
25211,2,-1,0,unknown,no
25212,2,-1,0,unknown,no
25213,3,-1,0,unknown,no
25214,2,182,1,failure,no
25215,2,-1,0,unknown,no
25216,3,-1,0,unknown,no
25217,2,-1,0,unknown,no
25218,4,-1,0,unknown,no
25219,2,-1,0,unknown,no
25220,3,-1,0,unknown,no
25221,2,116,1,other,no
25222,2,-1,0,unknown,no
25223,2,-1,0,unknown,no
25224,2,-1,0,unknown,no
25225,2,113,5,failure,no
25226,2,-1,0,unknown,no
25227,3,-1,0,unknown,no
25228,2,-1,0,unknown,no
25229,2,151,14,failure,no
25230,2,188,1,failure,no
25231,2,154,1,failure,no
25232,2,-1,0,unknown,no
25233,2,-1,0,unknown,no
25234,3,196,2,failure,no
25235,2,168,1,other,no
25236,2,110,3,other,yes
25237,2,-1,0,unknown,no
25238,2,-1,0,unknown,no
25239,2,193,2,failure,no
25240,2,110,4,failure,no
25241,3,-1,0,unknown,no
25242,5,151,2,other,no
25243,4,-1,0,unknown,no
25244,2,-1,0,unknown,no
25245,3,-1,0,unknown,no
25246,2,111,2,failure,no
25247,3,-1,0,unknown,no
25248,2,-1,0,unknown,no
25249,2,-1,0,unknown,no
25250,3,-1,0,unknown,no
25251,3,175,2,failure,no
25252,2,-1,0,unknown,yes
25253,2,-1,0,unknown,no
25254,2,110,3,other,no
25255,2,-1,0,unknown,no
25256,2,-1,0,unknown,no
25257,2,188,3,failure,no
25258,2,-1,0,unknown,no
25259,4,-1,0,unknown,no
25260,2,-1,0,unknown,no
25261,3,134,7,failure,no
25262,2,-1,0,unknown,no
25263,2,-1,0,unknown,no
25264,2,-1,0,unknown,no
25265,2,-1,0,unknown,no
25266,2,-1,0,unknown,no
25267,2,152,1,other,no
25268,2,-1,0,unknown,no
25269,7,-1,0,unknown,no
25270,3,-1,0,unknown,no
25271,2,-1,0,unknown,no
25272,6,-1,0,unknown,no
25273,2,-1,0,unknown,no
25274,2,169,1,failure,no
25275,2,111,3,failure,no
25276,2,-1,0,unknown,no
25277,2,132,1,other,no
25278,2,-1,0,unknown,no
25279,2,162,12,failure,no
25280,2,179,3,failure,no
25281,3,-1,0,unknown,no
25282,3,-1,0,unknown,no
25283,2,113,7,success,no
25284,2,-1,0,unknown,no
25285,3,169,2,failure,no
25286,2,131,1,failure,no
25287,3,-1,0,unknown,no
25288,4,-1,0,unknown,no
25289,3,189,1,failure,no
25290,2,-1,0,unknown,no
25291,2,-1,0,unknown,no
25292,4,-1,0,unknown,no
25293,1,186,3,failure,no
25294,2,-1,0,unknown,no
25295,4,-1,0,unknown,no
25296,1,181,2,other,no
25297,2,-1,0,unknown,no
25298,2,110,4,success,no
25299,4,-1,0,unknown,no
25300,2,-1,0,unknown,no
25301,2,-1,0,unknown,no
25302,2,-1,0,unknown,no
25303,2,-1,0,unknown,no
25304,3,-1,0,unknown,no
25305,2,182,1,failure,no
25306,2,174,1,failure,no
25307,2,-1,0,unknown,no
25308,1,-1,0,unknown,no
25309,2,166,6,failure,no
25310,3,-1,0,unknown,no
25311,3,-1,0,unknown,no
25312,2,-1,0,unknown,no
25313,1,-1,0,unknown,no
25314,1,-1,0,unknown,no
25315,2,110,2,failure,no
25316,2,-1,0,unknown,no
25317,2,-1,0,unknown,no
25318,1,-1,0,unknown,no
25319,1,-1,0,unknown,no
25320,2,-1,0,unknown,no
25321,1,-1,0,unknown,no
25322,1,110,2,other,no
25323,2,-1,0,unknown,yes
25324,2,-1,0,unknown,no
25325,1,-1,0,unknown,no
25326,2,-1,0,unknown,no
25327,2,-1,0,unknown,no
25328,2,182,1,failure,no
25329,1,-1,0,unknown,yes
25330,3,-1,0,unknown,no
25331,2,-1,0,unknown,no
25332,1,-1,0,unknown,no
25333,3,126,4,other,no
25334,2,131,1,failure,no
25335,2,-1,0,unknown,no
25336,2,-1,0,unknown,no
25337,3,179,4,failure,no
